x,y,z,p,H2,T,U_0,U_1,U_2,rho,Mach_0,Mach_1,Mach_2,U_mag,Mach_mag,rad_dist
-0.0033619737,0.067763075,0.0009008322,98370.0,0.0,295.4,-1.3597441e-12,1.0755555e-13,5.8927364e-14,1.15506,3.937330053981319e-15,4.3551388207349953e-16,6.729943031910718e-16,1.3652635818949398e-12,4.018104233042108e-15,2.32037983596063
-0.0036853154,0.010261538,1.5513156999999998e-19,98312.805,0.0014445636,303.36624,5.3382287,12.652546,0.2872587,1.10307,0.0151203493246116,0.0357473961011077,0.0012926262465367,13.73557874631955,0.0388351924717904,2.456876933333333
0.0007924895,0.065292306,0.00045754042,98370.0,0.0,295.4,-3.656635e-14,7.957769e-14,-8.825753e-15,1.15506,1.7984427959861526e-15,3.2152529831531583e-16,1.1738724017424116e-15,8.802045565705513e-14,2.1715780951795724e-15,0.610057499491838
-0.0015188704,0.027781539,-0.0056685233,91134.766,3.473619e-07,290.92975,-5.35076,-19.2679,-21.1078,1.0865425,0.0156081929343192,0.056220810264302,0.0615878804607864,29.07613839263392,0.0848378583717298,3.9123237593043534
-0.0014932879,0.055633847,-0.0014932879,98370.0,0.0,295.4,1.950069e-14,1.7427884e-13,1.6397917e-13,1.15506,9.916372476302257e-16,5.275155447723593e-16,1.0722206976135531e-15,2.400886485782087e-13,1.5528278414734273e-15,1.407885333805092
0.0,0.038787693,0.0,113587.625,0.999984,212.745,3.979997,1251.9425,0.66153127,0.12937024,0.0055737660709113,1.1275772901029977,0.005955715753206,1251.9490010803122,1.1276067943101291,0.0
0.0032781975,0.06708923,-1.5699931e-19,98370.0,0.0,295.4,1.418265e-12,1.4612722e-13,-1.5557773e-13,1.15506,4.106785564088269e-15,7.329020309768175e-16,7.03015829108367e-16,1.4342361049429348e-12,4.230492206870339e-15,2.185465
-0.0031915514,0.015203077,-0.0018426349,97313.2,0.02229755,292.62036,19.341612,56.261814,14.921525,0.8956546,0.0498215256432783,0.1435939682719827,0.0382440193582941,61.33629902149921,0.156729120326111,2.4568546932603774
0.002372638,0.027107691,-0.0041095437,88952.164,0.0023085407,285.814,15.687765,-23.823849,-23.248625,1.0474725,0.0453596711401726,0.069115048532407,0.0673482016698044,36.79918907069354,0.1066309990937824,3.1635254947783733
1.5699931e-19,0.047323078,0.0032781975,98370.0,0.0,295.4,6.2249583e-10,4.474235e-05,6.78223e-06,1.15506,2.589845624257708e-09,1.295577595524681e-07,1.9638899547236242e-08,4.5253469786115854e-05,1.3106336916178777e-07,2.185465
-0.0046863924,0.005769231,0.002705682,97917.2,1.6372365e-08,295.95514,6.9410124,-0.38491789,-4.0109563,1.14759,0.0200798622671883,0.0011135054282498,0.0116032289587433,8.025807458412238,0.0232180034731027,3.607583913671109
-0.0033709237,0.047772307,0.0019461956,98370.0,0.0,295.4,-4.8528824e-07,3.2169698e-06,2.7930673e-07,1.15506,1.4052202946420202e-09,9.315188339754816e-09,8.087719173045944e-10,3.265334840321529e-06,9.455236109997384e-09,2.594935572283576
0.0004505431,0.009363077,-0.0016814725,100212.67,0.2125301,308.05463,26.410303,436.6309,-91.797585,0.34405977,0.037332648494652,0.6462094357212169,0.1277046265688646,446.9573173706792,0.6597642253910498,1.1605245659162278
0.00084845215,0.042156924,0.0031664888,128633.625,4.5901400000000004e-18,313.71564,5.9566164,76.404686,21.8309,1.422235,0.0167373626565242,0.2146840981909152,0.0613411195164967,79.68529046508738,0.2239020640107626,2.185459257238885
0.0007924895,0.024636922,-0.00045754042,88996.46,0.9996391,212.36412,2.614295,1154.1288,-2.384364,0.10166492,0.0030256315415929,1.0407414355110074,0.002789824794218,1154.134223874967,1.0407495727398213,0.610057499491838
-0.0014593768,0.012956923,-0.00544649,98596.29,1.3525829e-07,296.08612,3.1568651,2.1531386,11.258637,1.155035,0.0091316834919448,0.0062276706467052,0.0325631512543646,11.88943691636307,0.0343879389422442,3.7590799089658
0.0032781975,0.06304616,-1.5699931e-19,98370.0,0.0,295.4,1.2996826e-12,1.1536384e-13,-5.2320266e-14,1.15506,3.763413558072364e-15,4.672956018602232e-16,6.33801744729853e-16,1.3058411413937824e-12,3.844912409954667e-15,2.185465
0.002317984,0.029353846,0.002317984,90624.21,0.44455838,251.2835,37.29223,18.90524,36.071262,0.18208288,0.0469092210170069,0.0254758905300797,0.0423098710131747,55.22005487233008,0.0681147649182942,2.185416273442557
0.00031057486,0.04485231,0.001159104,101281.125,1.0426451e-25,297.32825,0.12838778,7.597405,0.46799725,1.1815013,0.000370341726883,0.021915195145206,0.0013499628114772,7.612888254932282,0.0219598572590876,0.7999941184450516
0.0016390758,0.050243076,-0.002838977,98370.0,0.0,295.4,1.4261463e-12,2.3451975e-11,-2.7320915e-12,1.15506,4.129607091188887e-15,6.790848825906326e-14,7.911154436952611e-15,2.3653611746073813e-11,6.84923557551078e-14,2.185442735178454
